Refactoring Type	Source Method	Target Class
Move Method	jdk.graal.compiler.nodes.calc.AndNode::canonical(jdk.graal.compiler.nodes.calc.AndNode, jdk.graal.compiler.core.common.type.ArithmeticOpTable.BinaryOp<jdk.graal.compiler.core.common.type.ArithmeticOpTable.BinaryOp.And>, jdk.graal.compiler.nodes.ValueNode, jdk.graal.compiler.nodes.ValueNode, jdk.graal.compiler.nodes.NodeView):jdk.graal.compiler.nodes.ValueNode 	 jdk.graal.compiler.nodes.util.GraphUtil
Move Method	jdk.graal.compiler.nodes.calc.BinaryArithmeticNode::getArithmeticOpTable(jdk.graal.compiler.nodes.ValueNode):jdk.graal.compiler.core.common.type.ArithmeticOpTable 	 jdk.graal.compiler.core.common.type.ArithmeticOpTable
Move Method	jdk.graal.compiler.nodes.calc.BinaryArithmeticNode::tryConstantFold(jdk.graal.compiler.core.common.type.ArithmeticOpTable.BinaryOp<OP>, jdk.graal.compiler.nodes.ValueNode, jdk.graal.compiler.nodes.ValueNode, jdk.graal.compiler.core.common.type.Stamp, jdk.graal.compiler.nodes.NodeView):jdk.graal.compiler.nodes.ConstantNode 	 jdk.graal.compiler.core.common.type.ArithmeticOpTable.BinaryOp
Move Method	jdk.graal.compiler.nodes.calc.BinaryArithmeticNode::binaryFloatOp(jdk.graal.compiler.nodes.ValueNode, jdk.graal.compiler.nodes.ValueNode, jdk.graal.compiler.nodes.NodeView, jdk.graal.compiler.core.common.type.ArithmeticOpTable.BinaryOp<?>):jdk.graal.compiler.nodes.ValueNode 	 jdk.graal.compiler.core.common.type.ArithmeticOpTable
Move Method	jdk.graal.compiler.nodes.calc.BinaryArithmeticNode::add(jdk.graal.compiler.nodes.StructuredGraph, jdk.graal.compiler.nodes.ValueNode, jdk.graal.compiler.nodes.ValueNode, jdk.graal.compiler.nodes.NodeView):jdk.graal.compiler.nodes.ValueNode 	 jdk.graal.compiler.nodes.calc.AddNode
Move Method	jdk.graal.compiler.nodes.calc.BinaryArithmeticNode::add(jdk.graal.compiler.nodes.ValueNode, jdk.graal.compiler.nodes.ValueNode, jdk.graal.compiler.nodes.NodeView):jdk.graal.compiler.nodes.ValueNode 	 jdk.graal.compiler.nodes.calc.AddNode
Move Method	jdk.graal.compiler.nodes.calc.BinaryArithmeticNode::add(jdk.graal.compiler.nodes.ValueNode, jdk.graal.compiler.nodes.ValueNode):jdk.graal.compiler.nodes.ValueNode 	 jdk.graal.compiler.nodes.NodeView
Move Method	jdk.graal.compiler.nodes.calc.BinaryArithmeticNode::sub(jdk.graal.compiler.nodes.StructuredGraph, jdk.graal.compiler.nodes.ValueNode, jdk.graal.compiler.nodes.ValueNode, jdk.graal.compiler.nodes.NodeView):jdk.graal.compiler.nodes.ValueNode 	 jdk.graal.compiler.nodes.calc.SubNode
Move Method	jdk.graal.compiler.nodes.calc.BinaryArithmeticNode::sub(jdk.graal.compiler.nodes.ValueNode, jdk.graal.compiler.nodes.ValueNode, jdk.graal.compiler.nodes.NodeView):jdk.graal.compiler.nodes.ValueNode 	 jdk.graal.compiler.nodes.calc.SubNode
Move Method	jdk.graal.compiler.nodes.calc.BinaryArithmeticNode::sub(jdk.graal.compiler.nodes.ValueNode, jdk.graal.compiler.nodes.ValueNode):jdk.graal.compiler.nodes.ValueNode 	 jdk.graal.compiler.nodes.NodeView
Move Method	jdk.graal.compiler.nodes.calc.BinaryArithmeticNode::mul(jdk.graal.compiler.nodes.StructuredGraph, jdk.graal.compiler.nodes.ValueNode, jdk.graal.compiler.nodes.ValueNode, jdk.graal.compiler.nodes.NodeView):jdk.graal.compiler.nodes.ValueNode 	 jdk.graal.compiler.nodes.calc.MulNode
Move Method	jdk.graal.compiler.nodes.calc.BinaryArithmeticNode::mul(jdk.graal.compiler.nodes.ValueNode, jdk.graal.compiler.nodes.ValueNode, jdk.graal.compiler.nodes.NodeView):jdk.graal.compiler.nodes.ValueNode 	 jdk.graal.compiler.nodes.calc.MulNode
Move Method	jdk.graal.compiler.nodes.calc.BinaryArithmeticNode::mul(jdk.graal.compiler.nodes.ValueNode, jdk.graal.compiler.nodes.ValueNode):jdk.graal.compiler.nodes.ValueNode 	 jdk.graal.compiler.nodes.NodeView
Move Method	jdk.graal.compiler.nodes.calc.BinaryArithmeticNode::rem(jdk.graal.compiler.nodes.StructuredGraph, jdk.graal.compiler.nodes.ValueNode, jdk.graal.compiler.nodes.ValueNode, jdk.graal.compiler.nodes.NodeView):jdk.graal.compiler.nodes.ValueNode 	 jdk.graal.compiler.nodes.calc.RemNode
Move Method	jdk.graal.compiler.nodes.calc.BinaryArithmeticNode::rem(jdk.graal.compiler.nodes.ValueNode, jdk.graal.compiler.nodes.ValueNode, jdk.graal.compiler.nodes.NodeView):jdk.graal.compiler.nodes.ValueNode 	 jdk.graal.compiler.nodes.calc.RemNode
Move Method	jdk.graal.compiler.nodes.calc.BinaryArithmeticNode::rem(jdk.graal.compiler.nodes.ValueNode, jdk.graal.compiler.nodes.ValueNode):jdk.graal.compiler.nodes.ValueNode 	 jdk.graal.compiler.nodes.NodeView
Move Method	jdk.graal.compiler.nodes.calc.BinaryArithmeticNode::and(jdk.graal.compiler.nodes.StructuredGraph, jdk.graal.compiler.nodes.ValueNode, jdk.graal.compiler.nodes.ValueNode, jdk.graal.compiler.nodes.NodeView):jdk.graal.compiler.nodes.ValueNode 	 jdk.graal.compiler.nodes.calc.AndNode
Move Method	jdk.graal.compiler.nodes.calc.BinaryArithmeticNode::and(jdk.graal.compiler.nodes.ValueNode, jdk.graal.compiler.nodes.ValueNode, jdk.graal.compiler.nodes.NodeView):jdk.graal.compiler.nodes.ValueNode 	 jdk.graal.compiler.nodes.calc.AndNode
Move Method	jdk.graal.compiler.nodes.calc.BinaryArithmeticNode::and(jdk.graal.compiler.nodes.ValueNode, jdk.graal.compiler.nodes.ValueNode):jdk.graal.compiler.nodes.ValueNode 	 jdk.graal.compiler.nodes.NodeView
Move Method	jdk.graal.compiler.nodes.calc.BinaryArithmeticNode::or(jdk.graal.compiler.nodes.StructuredGraph, jdk.graal.compiler.nodes.ValueNode, jdk.graal.compiler.nodes.ValueNode, jdk.graal.compiler.nodes.NodeView):jdk.graal.compiler.nodes.ValueNode 	 jdk.graal.compiler.nodes.calc.OrNode
Move Method	jdk.graal.compiler.nodes.calc.BinaryArithmeticNode::or(jdk.graal.compiler.nodes.ValueNode, jdk.graal.compiler.nodes.ValueNode, jdk.graal.compiler.nodes.NodeView):jdk.graal.compiler.nodes.ValueNode 	 jdk.graal.compiler.nodes.calc.OrNode
Move Method	jdk.graal.compiler.nodes.calc.BinaryArithmeticNode::or(jdk.graal.compiler.nodes.ValueNode, jdk.graal.compiler.nodes.ValueNode):jdk.graal.compiler.nodes.ValueNode 	 jdk.graal.compiler.nodes.NodeView
Move Method	jdk.graal.compiler.nodes.calc.BinaryArithmeticNode::xor(jdk.graal.compiler.nodes.StructuredGraph, jdk.graal.compiler.nodes.ValueNode, jdk.graal.compiler.nodes.ValueNode, jdk.graal.compiler.nodes.NodeView):jdk.graal.compiler.nodes.ValueNode 	 jdk.graal.compiler.nodes.calc.XorNode
Move Method	jdk.graal.compiler.nodes.calc.BinaryArithmeticNode::xor(jdk.graal.compiler.nodes.ValueNode, jdk.graal.compiler.nodes.ValueNode, jdk.graal.compiler.nodes.NodeView):jdk.graal.compiler.nodes.ValueNode 	 jdk.graal.compiler.nodes.calc.XorNode
Move Method	jdk.graal.compiler.nodes.calc.BinaryArithmeticNode::xor(jdk.graal.compiler.nodes.ValueNode, jdk.graal.compiler.nodes.ValueNode):jdk.graal.compiler.nodes.ValueNode 	 jdk.graal.compiler.nodes.NodeView
Move Method	jdk.graal.compiler.nodes.calc.BinaryArithmeticNode::max(jdk.graal.compiler.nodes.StructuredGraph, jdk.graal.compiler.nodes.ValueNode, jdk.graal.compiler.nodes.ValueNode, jdk.graal.compiler.nodes.NodeView):jdk.graal.compiler.nodes.ValueNode 	 jdk.graal.compiler.nodes.calc.MaxNode
Move Method	jdk.graal.compiler.nodes.calc.BinaryArithmeticNode::max(jdk.graal.compiler.nodes.ValueNode, jdk.graal.compiler.nodes.ValueNode, jdk.graal.compiler.nodes.NodeView):jdk.graal.compiler.nodes.ValueNode 	 jdk.graal.compiler.nodes.calc.MaxNode
Move Method	jdk.graal.compiler.nodes.calc.BinaryArithmeticNode::max(jdk.graal.compiler.nodes.ValueNode, jdk.graal.compiler.nodes.ValueNode):jdk.graal.compiler.nodes.ValueNode 	 jdk.graal.compiler.nodes.NodeView
Move Method	jdk.graal.compiler.nodes.calc.BinaryArithmeticNode::min(jdk.graal.compiler.nodes.StructuredGraph, jdk.graal.compiler.nodes.ValueNode, jdk.graal.compiler.nodes.ValueNode, jdk.graal.compiler.nodes.NodeView):jdk.graal.compiler.nodes.ValueNode 	 jdk.graal.compiler.nodes.calc.MinNode
Move Method	jdk.graal.compiler.nodes.calc.BinaryArithmeticNode::min(jdk.graal.compiler.nodes.ValueNode, jdk.graal.compiler.nodes.ValueNode, jdk.graal.compiler.nodes.NodeView):jdk.graal.compiler.nodes.ValueNode 	 jdk.graal.compiler.nodes.calc.MinNode
Move Method	jdk.graal.compiler.nodes.calc.BinaryArithmeticNode::min(jdk.graal.compiler.nodes.ValueNode, jdk.graal.compiler.nodes.ValueNode):jdk.graal.compiler.nodes.ValueNode 	 jdk.graal.compiler.nodes.NodeView
Move Method	jdk.graal.compiler.nodes.calc.BinaryArithmeticNode::umax(jdk.graal.compiler.nodes.StructuredGraph, jdk.graal.compiler.nodes.ValueNode, jdk.graal.compiler.nodes.ValueNode, jdk.graal.compiler.nodes.NodeView):jdk.graal.compiler.nodes.ValueNode 	 jdk.graal.compiler.nodes.calc.UnsignedMaxNode
Move Method	jdk.graal.compiler.nodes.calc.BinaryArithmeticNode::umax(jdk.graal.compiler.nodes.ValueNode, jdk.graal.compiler.nodes.ValueNode, jdk.graal.compiler.nodes.NodeView):jdk.graal.compiler.nodes.ValueNode 	 jdk.graal.compiler.nodes.calc.UnsignedMaxNode
Move Method	jdk.graal.compiler.nodes.calc.BinaryArithmeticNode::umax(jdk.graal.compiler.nodes.ValueNode, jdk.graal.compiler.nodes.ValueNode):jdk.graal.compiler.nodes.ValueNode 	 jdk.graal.compiler.nodes.NodeView
Move Method	jdk.graal.compiler.nodes.calc.BinaryArithmeticNode::umin(jdk.graal.compiler.nodes.StructuredGraph, jdk.graal.compiler.nodes.ValueNode, jdk.graal.compiler.nodes.ValueNode, jdk.graal.compiler.nodes.NodeView):jdk.graal.compiler.nodes.ValueNode 	 jdk.graal.compiler.nodes.calc.UnsignedMinNode
Move Method	jdk.graal.compiler.nodes.calc.BinaryArithmeticNode::umin(jdk.graal.compiler.nodes.ValueNode, jdk.graal.compiler.nodes.ValueNode, jdk.graal.compiler.nodes.NodeView):jdk.graal.compiler.nodes.ValueNode 	 jdk.graal.compiler.nodes.calc.UnsignedMinNode
Move Method	jdk.graal.compiler.nodes.calc.BinaryArithmeticNode::umin(jdk.graal.compiler.nodes.ValueNode, jdk.graal.compiler.nodes.ValueNode):jdk.graal.compiler.nodes.ValueNode 	 jdk.graal.compiler.nodes.NodeView
Move Method	jdk.graal.compiler.nodes.calc.BinaryArithmeticNode::shl(jdk.graal.compiler.nodes.StructuredGraph, jdk.graal.compiler.nodes.ValueNode, jdk.graal.compiler.nodes.ValueNode, jdk.graal.compiler.nodes.NodeView):jdk.graal.compiler.nodes.ValueNode 	 jdk.graal.compiler.nodes.calc.LeftShiftNode
Move Method	jdk.graal.compiler.nodes.calc.BinaryArithmeticNode::shl(jdk.graal.compiler.nodes.ValueNode, jdk.graal.compiler.nodes.ValueNode, jdk.graal.compiler.nodes.NodeView):jdk.graal.compiler.nodes.ValueNode 	 jdk.graal.compiler.nodes.calc.LeftShiftNode
Move Method	jdk.graal.compiler.nodes.calc.BinaryArithmeticNode::shl(jdk.graal.compiler.nodes.ValueNode, jdk.graal.compiler.nodes.ValueNode):jdk.graal.compiler.nodes.ValueNode 	 jdk.graal.compiler.nodes.NodeView
Move Method	jdk.graal.compiler.nodes.calc.BinaryArithmeticNode::shr(jdk.graal.compiler.nodes.StructuredGraph, jdk.graal.compiler.nodes.ValueNode, jdk.graal.compiler.nodes.ValueNode, jdk.graal.compiler.nodes.NodeView):jdk.graal.compiler.nodes.ValueNode 	 jdk.graal.compiler.nodes.calc.RightShiftNode
Move Method	jdk.graal.compiler.nodes.calc.BinaryArithmeticNode::shr(jdk.graal.compiler.nodes.ValueNode, jdk.graal.compiler.nodes.ValueNode, jdk.graal.compiler.nodes.NodeView):jdk.graal.compiler.nodes.ValueNode 	 jdk.graal.compiler.nodes.calc.RightShiftNode
Move Method	jdk.graal.compiler.nodes.calc.BinaryArithmeticNode::shr(jdk.graal.compiler.nodes.ValueNode, jdk.graal.compiler.nodes.ValueNode):jdk.graal.compiler.nodes.ValueNode 	 jdk.graal.compiler.nodes.NodeView
Move Method	jdk.graal.compiler.nodes.calc.BinaryArithmeticNode::ushr(jdk.graal.compiler.nodes.StructuredGraph, jdk.graal.compiler.nodes.ValueNode, jdk.graal.compiler.nodes.ValueNode, jdk.graal.compiler.nodes.NodeView):jdk.graal.compiler.nodes.ValueNode 	 jdk.graal.compiler.nodes.calc.UnsignedRightShiftNode
Move Method	jdk.graal.compiler.nodes.calc.BinaryArithmeticNode::ushr(jdk.graal.compiler.nodes.ValueNode, jdk.graal.compiler.nodes.ValueNode, jdk.graal.compiler.nodes.NodeView):jdk.graal.compiler.nodes.ValueNode 	 jdk.graal.compiler.nodes.calc.UnsignedRightShiftNode
Move Method	jdk.graal.compiler.nodes.calc.BinaryArithmeticNode::ushr(jdk.graal.compiler.nodes.ValueNode, jdk.graal.compiler.nodes.ValueNode):jdk.graal.compiler.nodes.ValueNode 	 jdk.graal.compiler.nodes.NodeView
Move Method	jdk.graal.compiler.nodes.calc.BinaryArithmeticNode::branchlessMin(jdk.graal.compiler.nodes.ValueNode, jdk.graal.compiler.nodes.ValueNode, jdk.graal.compiler.nodes.NodeView):jdk.graal.compiler.nodes.ValueNode 	 jdk.graal.compiler.nodes.calc.RightShiftNode
Move Method	jdk.graal.compiler.nodes.calc.BinaryArithmeticNode::branchlessMax(jdk.graal.compiler.nodes.ValueNode, jdk.graal.compiler.nodes.ValueNode, jdk.graal.compiler.nodes.NodeView):jdk.graal.compiler.nodes.ValueNode 	 jdk.graal.compiler.nodes.calc.RightShiftNode
Move Method	jdk.graal.compiler.nodes.calc.BinaryArithmeticNode.ReassociateMatch::getValue(jdk.graal.compiler.nodes.calc.BinaryNode):jdk.graal.compiler.nodes.ValueNode 	 jdk.graal.compiler.nodes.calc.BinaryNode
Move Method	jdk.graal.compiler.nodes.calc.BinaryArithmeticNode.ReassociateMatch::getOtherValue(jdk.graal.compiler.nodes.calc.BinaryNode):jdk.graal.compiler.nodes.ValueNode 	 jdk.graal.compiler.nodes.calc.BinaryNode
Move Method	jdk.graal.compiler.nodes.calc.BinaryArithmeticNode::mayReassociate(jdk.graal.compiler.core.common.type.ArithmeticOpTable.BinaryOp<?>, jdk.graal.compiler.core.common.type.Stamp):boolean 	 jdk.graal.compiler.core.common.type.ArithmeticOpTable.BinaryOp
Move Method	jdk.graal.compiler.nodes.calc.BinaryArithmeticNode::isNonExactMul(jdk.graal.compiler.graph.Node):boolean 	 jdk.graal.compiler.nodes.calc.MulNode
Move Method	jdk.graal.compiler.nodes.calc.BinaryArithmeticNode::isNonExactAdd(jdk.graal.compiler.graph.Node):boolean 	 jdk.graal.compiler.nodes.calc.AddNode
Move Method	jdk.graal.compiler.nodes.calc.BinaryArithmeticNode::isNonExactSub(jdk.graal.compiler.graph.Node):boolean 	 jdk.graal.compiler.nodes.calc.SubNode
Move Method	jdk.graal.compiler.nodes.calc.BinaryArithmeticNode::isExactMathOperation(jdk.graal.compiler.graph.Node):boolean 	 jdk.graal.compiler.nodes.calc.AddNode
Move Method	jdk.graal.compiler.nodes.calc.CompareNode::tryConstantFold(jdk.graal.compiler.core.common.calc.CanonicalCondition, jdk.graal.compiler.nodes.ValueNode, jdk.graal.compiler.nodes.ValueNode, jdk.graal.compiler.nodes.calc.ConstantReflectionProvider, boolean):jdk.graal.compiler.nodes.LogicNode 	 jdk.graal.compiler.core.common.calc.CanonicalCondition
Move Method	jdk.graal.compiler.nodes.calc.CompareNode::tryConstantFoldPrimitive(jdk.graal.compiler.core.common.calc.CanonicalCondition, jdk.graal.compiler.nodes.ValueNode, jdk.graal.compiler.nodes.ValueNode, boolean, jdk.graal.compiler.nodes.NodeView):jdk.graal.compiler.nodes.LogicNode 	 jdk.graal.compiler.core.common.calc.CanonicalCondition
Move Method	jdk.graal.compiler.nodes.calc.CompareNode.CompareOp::isConstantConversionSupported(jdk.graal.compiler.nodes.calc.ConvertNode, jdk.graal.compiler.nodes.NodeView, java.lang.Integer):boolean 	 jdk.graal.compiler.core.common.type.Stamp
Move Method	jdk.graal.compiler.nodes.calc.CompareNode.CompareOp::canonicalConvertConstant(jdk.graal.compiler.nodes.calc.ConstantReflectionProvider, jdk.graal.compiler.nodes.calc.MetaAccessProvider, jdk.graal.compiler.core.common.calc.CanonicalCondition, jdk.graal.compiler.nodes.calc.ConvertNode, jdk.graal.compiler.nodes.calc.Constant, jdk.graal.compiler.nodes.NodeView):jdk.graal.compiler.nodes.ConstantNode 	 jdk.graal.compiler.nodes.ConstantNode
Move Method	jdk.graal.compiler.nodes.calc.CompareNode.CompareOp::optimizeConditional(jdk.graal.compiler.nodes.calc.Constant, jdk.graal.compiler.nodes.calc.ConditionalNode, jdk.graal.compiler.nodes.calc.ConstantReflectionProvider, jdk.graal.compiler.core.common.calc.Condition, boolean):jdk.graal.compiler.nodes.LogicNode 	 jdk.graal.compiler.nodes.LogicNegationNode
Move Method	jdk.graal.compiler.nodes.calc.CompareNode::createCompareNode(jdk.graal.compiler.core.common.calc.CanonicalCondition, jdk.graal.compiler.nodes.ValueNode, jdk.graal.compiler.nodes.ValueNode, jdk.graal.compiler.nodes.calc.ConstantReflectionProvider, jdk.graal.compiler.nodes.NodeView):jdk.graal.compiler.nodes.LogicNode 	 jdk.graal.compiler.debug.GraalError
Move Method	jdk.graal.compiler.nodes.calc.CompareNode::createAnyCompareNode(jdk.graal.compiler.core.common.calc.Condition, jdk.graal.compiler.nodes.ValueNode, jdk.graal.compiler.nodes.ValueNode, jdk.graal.compiler.nodes.calc.ConstantReflectionProvider):jdk.graal.compiler.nodes.LogicNode 	 jdk.graal.compiler.debug.GraalError
Move Method	jdk.graal.compiler.nodes.calc.CompareNode::sameValue(jdk.graal.compiler.nodes.ValueNode, jdk.graal.compiler.nodes.ValueNode):boolean 	 jdk.graal.compiler.nodes.util.GraphUtil
Move Method	jdk.graal.compiler.nodes.calc.CompareNode::createCompareNode(jdk.graal.compiler.nodes.calc.ConstantReflectionProvider, jdk.graal.compiler.nodes.calc.MetaAccessProvider, jdk.graal.compiler.options.OptionValues, java.lang.Integer, jdk.graal.compiler.core.common.calc.CanonicalCondition, jdk.graal.compiler.nodes.ValueNode, jdk.graal.compiler.nodes.ValueNode, jdk.graal.compiler.nodes.NodeView):jdk.graal.compiler.nodes.LogicNode 	 jdk.graal.compiler.debug.Assertions
Move Method	jdk.graal.compiler.nodes.calc.CompareNode::createFloatCompareNode(jdk.graal.compiler.core.common.calc.CanonicalCondition, jdk.graal.compiler.nodes.ValueNode, jdk.graal.compiler.nodes.ValueNode, boolean, jdk.graal.compiler.nodes.NodeView):jdk.graal.compiler.nodes.LogicNode 	 jdk.graal.compiler.debug.Assertions
Move Method	jdk.graal.compiler.nodes.calc.CopySignNode::computeStamp(jdk.graal.compiler.core.common.type.Stamp, jdk.graal.compiler.core.common.type.Stamp):jdk.graal.compiler.core.common.type.Stamp 	 jdk.graal.compiler.core.common.type.PrimitiveStamp
Move Method	jdk.graal.compiler.nodes.calc.CopySignNode::canonicalHelper(jdk.graal.compiler.nodes.ValueNode, float):jdk.graal.compiler.graph.Node 	 jdk.graal.compiler.nodes.calc.OrNode
Move Method	jdk.graal.compiler.nodes.calc.CopySignNode::canonicalHelper(jdk.graal.compiler.nodes.ValueNode, double):jdk.graal.compiler.graph.Node 	 jdk.graal.compiler.nodes.calc.OrNode
Move Method	jdk.graal.compiler.nodes.calc.FloatEqualsNode::create(jdk.graal.compiler.nodes.ValueNode, jdk.graal.compiler.nodes.ValueNode, jdk.graal.compiler.nodes.NodeView):jdk.graal.compiler.nodes.LogicNode 	 jdk.graal.compiler.core.common.calc.CanonicalCondition
Move Method	jdk.graal.compiler.nodes.calc.FloatLessThanNode::create(jdk.graal.compiler.nodes.ValueNode, jdk.graal.compiler.nodes.ValueNode, boolean, jdk.graal.compiler.nodes.NodeView):jdk.graal.compiler.nodes.LogicNode 	 jdk.graal.compiler.core.common.calc.CanonicalCondition
Move Method	jdk.graal.compiler.nodes.calc.FloatLessThanNode::create(jdk.graal.compiler.nodes.calc.ConstantReflectionProvider, jdk.graal.compiler.nodes.calc.MetaAccessProvider, jdk.graal.compiler.options.OptionValues, java.lang.Integer, jdk.graal.compiler.nodes.ValueNode, jdk.graal.compiler.nodes.ValueNode, boolean, jdk.graal.compiler.nodes.NodeView):jdk.graal.compiler.nodes.LogicNode 	 jdk.graal.compiler.nodes.calc.FloatLessThanNode.FloatLessThanOp
Move Method	jdk.graal.compiler.nodes.calc.IntegerBelowNode::create(jdk.graal.compiler.nodes.calc.ConstantReflectionProvider, jdk.graal.compiler.nodes.calc.MetaAccessProvider, jdk.graal.compiler.options.OptionValues, java.lang.Integer, jdk.graal.compiler.nodes.ValueNode, jdk.graal.compiler.nodes.ValueNode, jdk.graal.compiler.nodes.NodeView):jdk.graal.compiler.nodes.LogicNode 	 jdk.graal.compiler.nodes.calc.IntegerBelowNode.BelowOp
Move Method	jdk.graal.compiler.nodes.calc.IntegerBelowNode.BelowOp::canonicalizeBelowCanonicalOfBelow(jdk.graal.compiler.nodes.ValueNode, jdk.graal.compiler.nodes.calc.ConditionalNode, jdk.graal.compiler.nodes.NodeView):jdk.graal.compiler.nodes.LogicNode 	 jdk.graal.compiler.nodes.calc.BinaryNode
Move Method	jdk.graal.compiler.nodes.calc.IntegerEqualsNode::create(jdk.graal.compiler.nodes.ValueNode, jdk.graal.compiler.nodes.ValueNode, jdk.graal.compiler.nodes.NodeView):jdk.graal.compiler.nodes.LogicNode 	 jdk.graal.compiler.core.common.calc.CanonicalCondition
Move Method	jdk.graal.compiler.nodes.calc.IntegerLessThanNode::create(jdk.graal.compiler.nodes.calc.ConstantReflectionProvider, jdk.graal.compiler.nodes.calc.MetaAccessProvider, jdk.graal.compiler.options.OptionValues, java.lang.Integer, jdk.graal.compiler.nodes.ValueNode, jdk.graal.compiler.nodes.ValueNode, jdk.graal.compiler.nodes.NodeView):jdk.graal.compiler.nodes.LogicNode 	 jdk.graal.compiler.nodes.calc.IntegerLowerThanNode.LowerOp
Move Method	jdk.graal.compiler.nodes.calc.IntegerLowerThanNode::getSucceedingStampForX(boolean, boolean, jdk.graal.compiler.core.common.type.Stamp, jdk.graal.compiler.core.common.type.Stamp):jdk.graal.compiler.core.common.type.Stamp 	 jdk.graal.compiler.nodes.calc.IntegerLowerThanNode.LowerOp
Move Method	jdk.graal.compiler.nodes.calc.IntegerLowerThanNode.LowerOp::canonicalizePiXLowerPiXPlusC(jdk.graal.compiler.nodes.PiNode, jdk.graal.compiler.nodes.PiNode, boolean, jdk.graal.compiler.nodes.NodeView):jdk.graal.compiler.nodes.LogicConstantNode 	 jdk.graal.compiler.nodes.PiNode
Move Method	jdk.graal.compiler.nodes.calc.IntegerLowerThanNode.LowerOp::canonicalizeRangeFlip(jdk.graal.compiler.nodes.ValueNode, jdk.graal.compiler.nodes.ValueNode, int, boolean, jdk.graal.compiler.nodes.NodeView):jdk.graal.compiler.nodes.LogicNode 	 jdk.graal.compiler.nodes.ConstantNode
Move Method	jdk.graal.compiler.nodes.calc.LeftShiftNode::create(jdk.graal.compiler.nodes.ValueNode, jdk.graal.compiler.nodes.ValueNode, jdk.graal.compiler.nodes.NodeView):jdk.graal.compiler.nodes.ValueNode 	 jdk.graal.compiler.core.common.type.ArithmeticOpTable.ShiftOp
Move Method	jdk.graal.compiler.nodes.calc.LeftShiftNode::canonical(jdk.graal.compiler.nodes.calc.LeftShiftNode, jdk.graal.compiler.core.common.type.ArithmeticOpTable.ShiftOp<jdk.graal.compiler.core.common.type.ArithmeticOpTable.ShiftOp.Shl>, jdk.graal.compiler.core.common.type.Stamp, jdk.graal.compiler.nodes.ValueNode, jdk.graal.compiler.nodes.ValueNode):jdk.graal.compiler.nodes.ValueNode 	 jdk.graal.compiler.core.common.type.ArithmeticOpTable.ShiftOp
Move Method	jdk.graal.compiler.nodes.calc.NarrowNode::create(jdk.graal.compiler.nodes.ValueNode, int, int, jdk.graal.compiler.nodes.NodeView):jdk.graal.compiler.nodes.ValueNode 	 jdk.graal.compiler.core.common.type.ArithmeticOpTable
Move Method	jdk.graal.compiler.nodes.calc.NegateNode::findSynonym(jdk.graal.compiler.nodes.ValueNode, jdk.graal.compiler.nodes.NodeView):jdk.graal.compiler.nodes.ValueNode 	 jdk.graal.compiler.nodes.calc.SubNode
Move Method	jdk.graal.compiler.nodes.calc.ObjectEqualsNode::create(jdk.graal.compiler.nodes.ValueNode, jdk.graal.compiler.nodes.ValueNode, jdk.graal.compiler.nodes.calc.ConstantReflectionProvider, jdk.graal.compiler.nodes.NodeView):jdk.graal.compiler.nodes.LogicNode 	 jdk.graal.compiler.core.common.calc.CanonicalCondition
Move Method	jdk.graal.compiler.nodes.calc.ObjectEqualsNode::virtualizeNonVirtualComparison(jdk.graal.compiler.nodes.virtual.VirtualObjectNode, jdk.graal.compiler.nodes.ValueNode, jdk.graal.compiler.nodes.StructuredGraph, jdk.graal.compiler.nodes.spi.VirtualizerTool):jdk.graal.compiler.nodes.LogicNode 	 jdk.graal.compiler.nodes.ConstantNode
Move Method	jdk.graal.compiler.nodes.calc.ObjectEqualsNode::virtualizeComparison(jdk.graal.compiler.nodes.ValueNode, jdk.graal.compiler.nodes.ValueNode, jdk.graal.compiler.nodes.StructuredGraph, jdk.graal.compiler.nodes.spi.VirtualizerTool):jdk.graal.compiler.nodes.LogicNode 	 jdk.graal.compiler.nodes.spi.CoreProviders
Move Method	jdk.graal.compiler.nodes.calc.PointerEqualsNode::findSynonym(jdk.graal.compiler.nodes.ValueNode, jdk.graal.compiler.nodes.ValueNode, jdk.graal.compiler.nodes.NodeView):jdk.graal.compiler.nodes.LogicNode 	 jdk.graal.compiler.nodes.LogicConstantNode
Move Method	jdk.graal.compiler.nodes.calc.PointerEqualsNode::isCached(long, jdk.graal.compiler.nodes.calc.JavaKind):boolean 	 jdk.graal.compiler.debug.Assertions
Move Method	jdk.graal.compiler.nodes.calc.PointerEqualsNode::nullSynonym(jdk.graal.compiler.nodes.ValueNode, jdk.graal.compiler.nodes.ValueNode):jdk.graal.compiler.nodes.LogicNode 	 jdk.graal.compiler.nodes.calc.IsNullNode
Move Method	jdk.graal.compiler.nodes.calc.RightShiftNode::create(jdk.graal.compiler.nodes.ValueNode, jdk.graal.compiler.nodes.ValueNode, jdk.graal.compiler.nodes.NodeView):jdk.graal.compiler.nodes.ValueNode 	 jdk.graal.compiler.core.common.type.ArithmeticOpTable.ShiftOp
